692059.421799,5340512.68797,506.291423
692059.613136,5340510.750999,506.3052
692059.775581,5340509.049154,506.31682
692059.914097,5340507.569612,506.32724
692060.034409,5340506.264893,506.335387
692060.142049,5340505.113343,506.341888
692060.236855,5340504.084714,506.346286
692060.314845,5340503.229214,506.350358
692060.381032,5340502.497799,506.353424
692060.433136,5340501.927594,506.354963
692060.477468,5340501.447433,506.357705
692060.513946,5340501.037215,506.359781
692060.544645,5340500.712068,506.36053
692060.581771,5340500.29189,506.36324
692060.63642,5340499.69348,506.375726
692060.704506,5340498.92592,506.385801
692060.812417,5340497.737284,506.396793
692060.957667,5340496.128368,506.408251
692061.131166,5340494.274022,506.415536
692061.306411,5340492.341553,506.43216
692061.499262,5340490.270125,506.44684
692061.697178,5340488.093632,506.460174
692061.897652,5340485.948165,506.476631
692062.108045,5340483.674465,506.494241
692062.339949,5340481.234418,506.510995
692062.585331,5340478.610282,506.529649
692062.842919,5340475.751233,506.546624
692063.114791,5340472.67002,506.560257
692063.404097,5340469.333961,506.572329
692063.710938,5340465.755784,506.57867
692064.028552,5340461.919453,506.589366
692064.34984,5340457.942768,506.596876
692064.662533,5340453.989365,506.612862
692064.971206,5340449.903987,506.628406
692065.306744,5340445.611503,506.639297
692065.698258,5340441.23963,506.639646
692066.233174,5340436.845385,506.672333
692066.90164,5340432.407049,506.689735
692067.40025,5340427.838453,506.706585
692067.730315,5340423.146167,506.73441
692067.990121,5340418.242168,506.773476
692068.265721,5340413.11518,506.783388
692068.530425,5340407.715553,506.767776
692068.792229,5340402.074706,506.740172
692069.075345,5340396.379523,506.697211
692069.388333,5340390.688045,506.658584
692069.711155,5340384.898309,506.638614
692070.123922,5340379.11614,506.641492
692070.627653,5340373.313498,506.641657
692071.147919,5340367.561667,506.621834
692071.652784,5340361.849551,506.608313
692072.17438,5340356.212508,506.596614
692072.629231,5340350.621274,506.574211
692073.052701,5340345.114395,506.546844
692073.443337,5340339.642863,506.521056
692073.843945,5340334.264006,506.49722
692074.282131,5340328.92315,506.482896
692074.694578,5340323.624779,506.457167
692075.113617,5340318.312283,506.445059
692075.591776,5340313.009226,506.450009
692076.065768,5340307.675941,506.476627
692076.547909,5340302.325543,506.484905
692077.009892,5340296.906158,506.479825
692077.459387,5340291.446654,506.480063
692077.916532,5340285.883573,506.484653
692078.398969,5340280.252364,506.497723
692078.898889,5340274.5087,506.518374
692079.411532,5340268.687543,506.541294
692079.928694,5340262.76665,506.573911
692080.455623,5340256.798148,506.599434
692080.988543,5340250.76836,506.62284
692081.519263,5340244.716098,506.652859
692082.049666,5340238.613463,506.680414
692082.581324,5340232.519733,506.706129
692083.111247,5340226.39702,506.729689
692083.646607,5340220.290526,506.750877
692084.203215,5340214.14104,506.775624
692084.759667,5340207.974953,506.804704
692085.323451,5340201.748662,506.834876
692085.871208,5340195.534925,506.859762
692086.414254,5340189.309224,506.889303
692086.94063,5340183.135495,506.916357
692087.453219,5340177.010523,506.947211
692087.973354,5340170.988763,506.975041
692088.492072,5340165.034066,506.999561
692089.010366,5340159.185207,507.026003
692089.54564,5340153.408521,507.046853
692090.08854,5340147.737813,507.062228
692090.632374,5340142.091435,507.085115
692091.159007,5340136.47381,507.113637
692091.692379,5340130.87324,507.143528
692092.205249,5340125.341133,507.173823
692092.703203,5340119.839574,507.203146
692093.187348,5340114.41034,507.236008
692093.669683,5340109.014877,507.260435
692094.141427,5340103.724761,507.27634
692094.611648,5340098.495569,507.288353
692095.072734,5340093.364945,507.307044
692095.513057,5340088.297129,507.331344
692095.940992,5340083.327446,507.35044
692096.338368,5340078.42698,507.365774
692096.713049,5340073.618099,507.390328
692097.090552,5340068.868373,507.412251
692097.458094,5340064.358765,507.422642
692097.796181,5340060.240415,507.442139
692098.12547,5340056.492534,507.452787
692098.422508,5340053.045721,507.468448
692098.680672,5340050.030634,507.480451
692098.907173,5340047.465894,507.49445
692099.09877,5340045.311433,507.50097
692099.242214,5340043.713828,507.506537
692099.331757,5340042.714255,507.507614
692099.375234,5340042.214468,507.508775
692099.413387,5340041.752009,507.51724
692099.482394,5340040.974316,507.519236
692099.601922,5340039.642646,507.524523
692099.76537,5340037.828561,507.518741
692099.972177,5340035.622438,507.526599
692100.203695,5340033.035666,507.534828
692100.447586,5340030.417185,507.54697
692100.712226,5340027.68248,507.564963
692101.011911,5340024.577332,507.583838
692101.353793,5340021.137995,507.613593
692101.721282,5340017.33224,507.653977
692102.103963,5340013.301445,507.66089
692102.46717,5340009.301341,507.659565
692102.830999,5340005.179106,507.643682
692103.272691,5340000.83482,507.634486
692103.756493,5339996.303644,507.630521
692104.231062,5339991.485512,507.652216
692104.733913,5339986.460665,507.677974
692105.25129,5339981.311686,507.692881
692105.76454,5339976.205596,507.707539
692106.276063,5339970.999426,507.723423
692106.765159,5339965.70085,507.739236
692107.247716,5339960.247553,507.764117
692107.732709,5339954.666931,507.780555
692108.254013,5339948.986334,507.80071
692108.805667,5339943.316746,507.821458
692109.361216,5339937.629179,507.841208
692109.917315,5339931.974214,507.865609
692110.478446,5339926.293438,507.892128
692111.022203,5339920.606322,507.917452
692111.570749,5339914.859362,507.935825
692112.121334,5339909.103977,507.951854
692112.680188,5339903.304349,507.969696
692113.249785,5339897.519888,507.994037
692113.834427,5339891.71142,508.015167
692114.418532,5339885.916204,508.036892
692114.996743,5339880.100935,508.05922
692115.562049,5339874.315154,508.077861
692116.113111,5339868.535427,508.10257
692116.649755,5339862.844847,508.121653
692117.182815,5339857.176569,508.141375
692117.714679,5339851.540341,508.156135
692118.240122,5339845.905857,508.176691
692118.754558,5339840.3084,508.202582
692119.261787,5339834.703056,508.226393
692119.777404,5339829.127161,508.245169
692120.299932,5339823.539119,508.262507
692120.815605,5339817.992342,508.286445
692121.33249,5339812.44162,508.312075
692121.848948,5339806.944013,508.333892
692122.354079,5339801.479346,508.357655
692122.858266,5339796.070752,508.376328
692123.365305,5339790.635785,508.385351
692123.874273,5339785.190685,508.410047
692124.396794,5339779.700395,508.428004
692124.918781,5339774.207365,508.450227
692125.450969,5339768.665801,508.463614
692125.987253,5339763.133762,508.475229
692126.532337,5339757.547987,508.484637
692127.095494,5339751.944645,508.492186
692127.684082,5339746.261555,508.500297
692128.288217,5339740.532506,508.514841
692128.89697,5339734.70413,508.52759
692129.499643,5339728.825241,508.537535
692130.088379,5339722.822834,508.510652
692130.676066,5339716.767515,508.481665
692131.27972,5339710.610486,508.464976
692131.897522,5339704.402522,508.447199
692132.529824,5339698.127555,508.429311
692133.187407,5339691.842622,508.416945
692133.8515,5339685.509744,508.38976
